"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species","CalcifierGeneral","CalcifierLarval","CalcifierAdult","StructureLarval","StructureAdult","MineralForm","PlanktonicLifeHistory","Removal","Description"
"171","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"172","Eukaryota","Arthropoda","Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes similis","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"173","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"174","Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus pergens","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"175","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda",NA,"Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"177","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Hansarsia","Hansarsia difficilis","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"178","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber japonicus","No","No","No","None","None","None","Meroplanktonic","No","Mackerels and tunas"
"179","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"180","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecetta","Conchoecetta giesbrechti","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"182","Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus paululus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"183","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"186","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"187","Eukaryota","Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus",NA,"Variable","Yes","No","Statoliths","None","Aragonite","Meroplanktonic","No","Octopi"
"188","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"189","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"190","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Sphaeronectidae",NA,NA,"No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"191","Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"192","Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"193","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"194","Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus paululus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"195","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"196","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"197","Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"198","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Athorybiidae",NA,NA,"No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"199","Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae","Calocalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"200","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"201","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"203","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"204","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"205","Eukaryota","Echinodermata","Echinoidea","Temnopleuroida","Toxopneustidae","Lytechinus","Lytechinus pictus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Short-spined sea urchins"
"206","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"208","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","Nannobrachium ritteri","No","No","No","None","None","None","Meroplanktonic","No","Lanternfishes"
"209","Eukaryota","Mollusca","Gastropoda","Littorinimorpha","Atlantidae","Atlanta","Atlanta sp. USNM IZ 1230636","Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Periwinkles and related snails"
"210","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"211","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"212","Eukaryota","Annelida","Polychaeta","Chaetopteridae","Chaetopteridae","Phyllochaetopterus","Phyllochaetopterus sp. 5 JM_2017","No","No","No","None","None","None","Benthic + Meroplanktonic","No","Tube-dwelling marine polychaetes"
"213","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"214","Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"216","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"219","Eukaryota","Arthropoda","Copepoda","Calanoida","Acartiidae","Acartia","Acartia tonsa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"220","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"221","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia","Conchoecia magna","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"223","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Hansarsia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"224","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Ctenocalanus","Ctenocalanus vanus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"225","Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus pergens","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"226","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"227","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"228","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"229","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"230","Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"231","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"234","Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae","Calocalanus","Calocalanus tenuis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"235","Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae","Calocalanus","Calocalanus tenuis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"236","Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"237","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus stilbius","No","No","No","None","None","None","Meroplanktonic","No","Deep-sea smelts and related fish"
"238","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"239","Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"241","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"242","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus",NA,"Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"243","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"244","Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae","Calocalanus","Calocalanus tenuis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"247","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"248","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"250","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"253","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus",NA,"Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"254","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"255","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"256","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"258","Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Rhincalanus","Rhincalanus nasutus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"259","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"260","Eukaryota","Echinodermata","Echinoidea","Temnopleuroida","Toxopneustidae","Lytechinus","Lytechinus pictus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Short-spined sea urchins"
"261","Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae","Calocalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"263","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"264","Eukaryota","Arthropoda","Copepoda","Calanoida","Mecynoceridae","Mecynocera","Mecynocera clausi","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"266","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"267","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Paraphronimidae","Paraphronima",NA,"Variable","Yes","Yes","Exoskeleton","Exoskeleton","Chitin + Calcium","Benthic + Holoplanktonic","No","Amphipods"
"268","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paraconchoecia","Paraconchoecia allotherium","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"269","Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"271","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"272","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"273","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"275","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"277","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"278","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"280","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus gracilis","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"281","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Clytiidae","Clytia","Clytia sp. 701AC","No","No","No","None","None","None","Benthic + Holoplanktonic","No","Hydroids"
"282","Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"284","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"285","Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"289","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"291","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber japonicus","No","No","No","None","None","None","Meroplanktonic","No","Mackerels and tunas"
"292","Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"293","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
